ID_Usuario,DNI_Usuario,Edad,Género,Ubicación,Tipo_Viajero,ID_Reserva,Fecha_Reserva,Fecha_Viaje,Antelacion_Reserva,Duracion_Viaje,Numero_Personas,Tipo_Paquete,Costo_Total,Metodo_Pago,Destino,Tipo_Alojamiento,Clase_Vuelo,Actividades_Reservadas,Numero_Noches_Estancia,Promocion_Aplicada,Fuente_Reserva,Estado_Reserva,Mes_Reserva,Mes_Viaje,Estacionalidad,Cancelacion_Reserva,Calificacion_Usuario,Comentarios
U0205,94441873D,32,Other,Germany,Negocios,R00205,2024|05|30 00:00:00,2024|07|16 00:00:00,341,7,2,Solo vuelo,1680.35,PayPal,Tokyo,,Ejecutiva,,9,False,App móvil,Confirmada,3,12,Temporada baja,False,4,Recomendado
U0206,58041779Z,54,Male,Australia,Turista,R00206,2024|08|06 00:00:00,2024|09|13 00:00:00,131,8,1,Vuelo + Hotel,994.39,Transferencia bancaria,Paris,Airbnb,Económica,,4,True,Agente de viajes,Cancelada,11,1,Temporada alta,True,2,
U0207,44416531N,22,Male,UK,Tusirta,R00207,2024|08|01 00:00:00,2024|08|31 00:00:00,173,4,4,Solo vuelo,1385.51,PayPal,Tokyo,,Primera clase,,2,False,Sitio web,Pendiente,8,3,Temporada alta,True,1,Problemas con la reserva
U0208,40382520V,26,Female,Australia,Turista,R00208,2024|05|11 00:00:00,2024|09|01 00:00:00,171,5,4,Solo vuelo,998.14,PayPal,Cancun,,Económica,,8,True,Agente de viajes,Cancelada,12,4,Temporada baja,True,2,No me gustó el servicio
U0209,45511308N,47,Other,Spain,Negocios,R00209,2024|08|06 00:00:00,2024|10|26 00:00:00,226,11,4,Solo vuelo,1896.32,Transferencia bancaria,New York,,Primera clase,,8,False,Agente de viajes,Confirmada,7,4,Temporada alta,False,3,No me gustó el servicio
U0210,40546973C,52,Male,USA,Turista,R00210,2024|03|11 00:00:00,2024|10|18 00:00:00,249,4,4,Vuelo + Hotel,555.27,PayPal,Tokyo,Hotel,Ejecutiva,,7,True,App móvil,Pendiente,9,11,Temporada alta,True,3,Excelente viaje
U0211,22795484T,32,Other,Spain,Negocios,R00211,2024|11|30 00:00:00,2024|12|31 00:00:00,256,4,2,Vuelo + Hotel + Tour,874.51,Transferencia bancaria,Tokyo,Hotel,Económica,Excursión en bote,8,True,App móvil,Pendiente,2,2,Temporada alta,False,3,Problemas con la reserva
U0212,91562891Y,21,Other,USA,Tusirta,R00212,2024|06|06 00:00:00,2024|09|26 00:00:00,341,3,1,Solo vuelo,1865.25,Tarjeta de crédito,Cancun,,Económica,,2,False,App móvil,Pendiente,2,2,Temporada baja,True,5,Excelente viaje
U0213,37731085E,20,Male,USA,Negocios,R00213,2024|03|27 00:00:00,2024|08|12 00:00:00,37,4,2,Solo vuelo,1185.53,Tarjeta de crédito,Paris,,Ejecutiva,,7,True,App móvil,Cancelada,1,1,Temporada baja,True,1,Problemas con la reserva
U0214,59889349V,20,Male,UK,Negocios,R00214,2024|02|20 00:00:00,2024|07|27 00:00:00,6,5,2,Solo vuelo,731.44,Transferencia bancaria,New York,,Ejecutiva,,3,False,App móvil,Pendiente,11,7,Temporada alta,False,3,Problemas con la reserva
U0215,15036097P,59,Other,Mexico,Turista,R00215,2024|02|24 00:00:00,2024|09|21 00:00:00,186,5,1,Vuelo + Hotel + Tour,1232.39,Tarjeta de crédito,London,Hotel,Ejecutiva,,4,True,Agente de viajes,Confirmada,1,10,Temporada baja,True,5,Excelente viaje
U0216,17492453X,53,Other,USA,Turista,R00216,2024|03|15 00:00:00,2024|10|17 00:00:00,29,1,4,Vuelo + Hotel + Tour,1701.61,Transferencia bancaria,London,Resort,Primera clase,Tour en bus,1,False,Sitio web,Confirmada,4,1,Temporada baja,False,3,Problemas con la reserva
U0217,60820914J,36,Other,USA,Tusirta,R00217,2024|03|26 00:00:00,2024|06|13 00:00:00,256,3,1,Vuelo + Hotel + Tour,1573.68,Tarjeta de crédito,Paris,Hotel,Económica,City tour,6,True,Agente de viajes,Pendiente,12,6,Temporada baja,False,4,Excelente viaje
U0218,48025979R,58,Male,UK,Tusirta,R00218,2024|07|15 00:00:00,2024|12|28 00:00:00,254,6,2,Solo vuelo,1411.83,Tarjeta de crédito,New York,,Económica,,9,True,Agente de viajes,Cancelada,12,1,Temporada alta,True,5,Todo bien
U0219,21293393Q,31,Male,UK,Turista,R00219,2024|05|12 00:00:00,2024|10|25 00:00:00,298,7,4,Vuelo + Hotel + Tour,338.3,Tarjeta de crédito,Tokyo,Resort,Ejecutiva,,4,True,Sitio web,Cancelada,5,10,Temporada alta,True,3,No me gustó el servicio
U0220,95336302Z,36,Male,USA,Tusirta,R00220,2024|04|27 00:00:00,2024|05|09 00:00:00,77,8,3,Vuelo + Hotel,572.2,Transferencia bancaria,Barcelona,Airbnb,Ejecutiva,,3,True,App móvil,Pendiente,11,6,Temporada alta,False,5,Excelente viaje
U0221,37016600D,29,Other,Germany,Tusirta,R00221,2024|02|16 00:00:00,2024|04|08 00:00:00,255,2,1,Solo vuelo,320.77,Tarjeta de crédito,Tokyo,,Ejecutiva,,6,True,App móvil,Pendiente,2,4,Temporada alta,False,2,Problemas con la reserva
U0222,85906134F,36,Other,Germany,Negocios,R00222,2024|07|23 00:00:00,2024|07|30 00:00:00,319,9,1,Solo vuelo,1654.27,Tarjeta de crédito,Barcelona,,Económica,,3,False,App móvil,Cancelada,7,2,Temporada alta,False,4,Recomendado
U0223,88978025H,30,Female,India,Negocios,R00223,2024|02|26 00:00:00,2024|02|27 00:00:00,56,7,1,Vuelo + Hotel + Tour,1163.71,PayPal,Tokyo,Resort,Primera clase,Tour en bus,5,False,App móvil,Cancelada,11,9,Temporada alta,False,5,Recomendado
U0224,92770960T,41,Other,Australia,Negocios,R00224,2024|04|25 00:00:00,2024|09|20 00:00:00,58,1,4,Vuelo + Hotel + Tour,802.39,PayPal,Tokyo,Hotel,Ejecutiva,,3,False,Agente de viajes,Pendiente,10,12,Temporada alta,False,1,Problemas con la reserva
U0225,24302249N,31,Female,USA,Tusirta,R00225,2024|02|29 00:00:00,2024|07|20 00:00:00,150,3,2,Vuelo + Hotel,1557.16,Tarjeta de crédito,London,Airbnb,Primera clase,,5,True,App móvil,Cancelada,10,9,Temporada baja,True,2,No me gustó el servicio
U0226,29843230V,20,Male,Australia,Negocios,R00226,2024|11|21 00:00:00,2024|11|30 00:00:00,159,12,2,Vuelo + Hotel,501.89,Transferencia bancaria,Tokyo,Hotel,Económica,,1,True,Sitio web,Cancelada,1,7,Temporada baja,True,1,
U0227,14084810R,29,Male,Spain,Turista,R00227,2024|02|14 00:00:00,2024|10|02 00:00:00,152,4,1,Vuelo + Hotel,1946.6,Transferencia bancaria,Paris,Resort,Primera clase,,7,True,Agente de viajes,Cancelada,8,7,Temporada baja,True,4,Recomendado
U0228,56598155P,46,Other,Mexico,Negocios,R00228,2024|02|10 00:00:00,2024|02|11 00:00:00,323,5,1,Vuelo + Hotel + Tour,377.79,PayPal,Paris,Hotel,Ejecutiva,,4,False,Agente de viajes,Confirmada,1,1,Temporada alta,False,1,No me gustó el servicio
U0229,38148165C,64,Male,India,Turista,R00229,2024|05|08 00:00:00,2024|06|09 00:00:00,297,11,4,Solo vuelo,647.93,Transferencia bancaria,Barcelona,,Primera clase,,4,False,Agente de viajes,Confirmada,8,10,Temporada baja,False,2,Problemas con la reserva
U0230,64792296P,25,Other,Australia,Negocios,R00230,2024|02|11 00:00:00,2024|02|17 00:00:00,325,7,4,Vuelo + Hotel + Tour,772.03,PayPal,Paris,Hotel,Económica,City tour,7,True,App móvil,Cancelada,10,8,Temporada baja,True,3,Todo bien
U0231,75853232Z,20,Other,Australia,Turista,R00231,2024|04|17 00:00:00,2024|04|19 00:00:00,305,11,1,Vuelo + Hotel + Tour,1992.49,PayPal,Tokyo,Hotel,Ejecutiva,Tour en bus,7,False,Sitio web,Confirmada,11,11,Temporada baja,True,3,No me gustó el servicio
U0232,42862524T,26,Other,Spain,Negocios,R00232,2024|04|15 00:00:00,2024|07|29 00:00:00,59,8,1,Vuelo + Hotel + Tour,429.86,Transferencia bancaria,Tokyo,Resort,Primera clase,Tour en bus,9,False,Sitio web,Pendiente,8,3,Temporada baja,False,5,Recomendado
U0233,31616006E,41,Female,UK,Turista,R00233,2024|10|04 00:00:00,2024|10|23 00:00:00,81,10,3,Solo vuelo,652.0,PayPal,Barcelona,,Económica,,7,True,Agente de viajes,Cancelada,7,9,Temporada alta,True,1,No me gustó el servicio
U0234,81236142G,22,Male,Spain,Turista,R00234,2024|03|02 00:00:00,2024|11|12 00:00:00,59,13,1,Solo vuelo,689.9,Tarjeta de crédito,Rome,,Primera clase,,2,False,Agente de viajes,Pendiente,10,5,Temporada alta,True,3,Problemas con la reserva
U0235,80574736D,47,Other,Spain,Negocios,R00235,2024|05|23 00:00:00,2024|08|12 00:00:00,122,2,3,Vuelo + Hotel,975.96,PayPal,London,Airbnb,Económica,,8,False,Agente de viajes,Confirmada,5,8,Temporada alta,False,4,Excelente viaje
U0236,29427517Y,47,Female,USA,Tusirta,R00236,2024|02|16 00:00:00,2024|03|10 00:00:00,304,3,1,Vuelo + Hotel + Tour,1892.12,Tarjeta de crédito,Rome,Resort,Primera clase,Excursión en bote,6,True,Agente de viajes,Pendiente,4,5,Temporada baja,True,1,Problemas con la reserva
U0237,20175582M,49,Male,USA,Negocios,R00237,2024|08|28 00:00:00,2024|12|23 00:00:00,51,5,4,Vuelo + Hotel + Tour,236.39,Tarjeta de crédito,Rome,Hotel,Primera clase,Tour en bus,9,False,App móvil,Confirmada,11,3,Temporada baja,False,5,Excelente viaje
U0238,59209947N,19,Other,Germany,Negocios,R00238,2024|01|12 00:00:00,2024|02|08 00:00:00,226,9,4,Vuelo + Hotel + Tour,1335.59,Transferencia bancaria,Rome,Hotel,Económica,Excursión en bote,6,False,Agente de viajes,Cancelada,10,3,Temporada alta,True,1,Problemas con la reserva
U0239,62747858V,61,Other,USA,Turista,R00239,2024|03|28 00:00:00,2024|08|08 00:00:00,195,1,1,Vuelo + Hotel + Tour,555.13,PayPal,Tokyo,Airbnb,Primera clase,,3,True,Sitio web,Cancelada,9,11,Temporada alta,True,4,Problemas con la reserva
U0240,37806823K,19,Female,India,Tusirta,R00240,2024|02|27 00:00:00,2024|07|06 00:00:00,272,11,2,Solo vuelo,1461.59,Tarjeta de crédito,London,,Económica,,6,True,App móvil,Cancelada,2,2,Temporada alta,True,1,No me gustó el servicio
U0241,45880747W,31,Male,Australia,Turista,R00241,2024|07|16 00:00:00,2024|11|17 00:00:00,164,9,2,Vuelo + Hotel + Tour,1119.56,PayPal,Barcelona,Airbnb,Ejecutiva,City tour,1,True,Sitio web,Cancelada,9,2,Temporada alta,True,3,No me gustó el servicio
U0242,67615868P,22,Female,UK,Negocios,R00242,2024|04|20 00:00:00,2024|09|14 00:00:00,229,13,3,Vuelo + Hotel + Tour,873.85,PayPal,Cancun,Resort,Económica,,3,False,App móvil,Confirmada,10,1,Temporada baja,True,2,Todo bien
U0243,49032864S,39,Male,Mexico,Negocios,R00243,2024|03|20 00:00:00,2024|09|08 00:00:00,333,6,3,Vuelo + Hotel,846.51,PayPal,Rome,Resort,Económica,,8,True,App móvil,Pendiente,4,7,Temporada baja,True,4,Todo bien
U0244,44701536R,20,Other,UK,Turista,R00244,2024|01|24 00:00:00,2024|02|13 00:00:00,24,11,2,Vuelo + Hotel + Tour,372.11,Tarjeta de crédito,New York,Hotel,Ejecutiva,Tour en bus,6,False,Sitio web,Pendiente,11,4,Temporada baja,True,4,Todo bien
U0245,80239798C,39,Male,UK,Turista,R00245,2024|02|19 00:00:00,2024|07|30 00:00:00,353,12,4,Vuelo + Hotel + Tour,645.38,Transferencia bancaria,Barcelona,Hotel,Económica,Excursión en bote,5,False,Agente de viajes,Cancelada,5,5,Temporada baja,False,1,Problemas con la reserva
U0246,35575328D,54,Female,USA,Turista,R00246,2024|04|17 00:00:00,2024|05|26 00:00:00,362,12,2,Vuelo + Hotel,248.35,Tarjeta de crédito,Tokyo,Resort,Económica,,9,False,Sitio web,Pendiente,12,2,Temporada baja,False,1,Problemas con la reserva
U0247,83347229J,53,Other,UK,Tusirta,R00247,2024|05|26 00:00:00,2024|07|09 00:00:00,261,9,1,Solo vuelo,605.66,PayPal,Tokyo,,Económica,,7,True,Agente de viajes,Pendiente,2,9,Temporada alta,False,1,No me gustó el servicio
U0248,78899352Z,38,Female,India,Turista,R00248,2024|07|31 00:00:00,2024|11|07 00:00:00,231,10,2,Vuelo + Hotel,1433.01,Tarjeta de crédito,Rome,Airbnb,Económica,,4,False,Sitio web,Pendiente,9,7,Temporada alta,True,2,No me gustó el servicio
U0249,51260371H,64,Other,UK,Negocios,R00249,2024|02|01 00:00:00,2024|07|01 00:00:00,258,6,2,Vuelo + Hotel,1842.38,Tarjeta de crédito,Cancun,Hotel,Primera clase,,4,True,Agente de viajes,Cancelada,7,7,Temporada alta,False,4,
U0250,55937293M,61,Male,Australia,Negocios,R00250,2024|03|11 00:00:00,2024|08|20 00:00:00,87,2,2,Vuelo + Hotel + Tour,892.12,PayPal,Barcelona,Resort,Ejecutiva,,6,True,Agente de viajes,Cancelada,4,5,Temporada alta,True,1,No me gustó el servicio
U0251,33409991F,28,Female,India,Turista,R00251,2024|04|02 00:00:00,2024|12|09 00:00:00,40,3,3,Vuelo + Hotel + Tour,1261.89,Tarjeta de crédito,London,Hotel,Económica,City tour,7,True,Sitio web,Cancelada,4,8,Temporada baja,True,4,Recomendado
U0252,40048712P,53,Other,India,Tusirta,R00252,2024|08|20 00:00:00,2024|12|07 00:00:00,358,11,4,Solo vuelo,1329.65,Transferencia bancaria,Barcelona,,Primera clase,,3,False,Sitio web,Pendiente,11,8,Temporada baja,False,5,Excelente viaje
U0253,26225583V,36,Other,Australia,Negocios,R00253,2024|02|14 00:00:00,2024|08|31 00:00:00,170,6,4,Vuelo + Hotel + Tour,1795.49,Transferencia bancaria,Cancun,Resort,Económica,Excursión en bote,5,True,App móvil,Pendiente,9,11,Temporada alta,True,3,Problemas con la reserva
U0254,70270316A,58,Other,USA,Turista,R00254,2024|03|03 00:00:00,2024|09|02 00:00:00,98,14,2,Vuelo + Hotel,406.94,Transferencia bancaria,London,Airbnb,Primera clase,,9,False,Sitio web,Cancelada,4,3,Temporada baja,False,3,Recomendado
U0255,18692814R,35,Male,UK,Negocios,R00255,2024|02|27 00:00:00,2024|07|15 00:00:00,341,14,3,Solo vuelo,422.04,Transferencia bancaria,Tokyo,,Económica,,3,False,Sitio web,Pendiente,11,7,Temporada baja,False,4,Recomendado
U0256,57557263Q,41,Other,UK,Negocios,R00256,2024|08|16 00:00:00,2024|11|19 00:00:00,74,14,2,Vuelo + Hotel,898.64,Tarjeta de crédito,Cancun,Airbnb,Primera clase,,5,True,App móvil,Confirmada,1,12,Temporada alta,False,5,Todo bien
U0257,88270025G,54,Male,Spain,Turista,R00257,2024|06|14 00:00:00,2024|07|16 00:00:00,311,14,1,Vuelo + Hotel + Tour,1431.12,PayPal,Cancun,Resort,Económica,,5,True,Agente de viajes,Confirmada,3,8,Temporada alta,False,4,Recomendado
U0258,74938621K,46,Female,Spain,Turista,R00258,2024|02|07 00:00:00,2024|07|25 00:00:00,306,12,2,Solo vuelo,1464.08,Tarjeta de crédito,London,,Económica,,2,False,App móvil,Cancelada,12,10,Temporada alta,True,2,No me gustó el servicio
U0259,19175568P,44,Male,Germany,Negocios,R00259,2024|02|06 00:00:00,2024|10|28 00:00:00,63,10,3,Vuelo + Hotel,1009.97,PayPal,Tokyo,Airbnb,Ejecutiva,,6,True,App móvil,Cancelada,6,5,Temporada baja,False,1,Problemas con la reserva
U0260,98149218F,51,Other,USA,Turista,R00260,2024|02|13 00:00:00,2024|02|13 00:00:00,103,12,2,Solo vuelo,1440.21,Tarjeta de crédito,New York,,Ejecutiva,,4,True,Agente de viajes,Pendiente,6,2,Temporada alta,False,2,Problemas con la reserva
U0261,81232808M,63,Female,Australia,Tusirta,R00261,2024|09|14 00:00:00,2024|10|02 00:00:00,262,1,1,Vuelo + Hotel,1152.21,Transferencia bancaria,Barcelona,Hotel,Económica,,4,False,Agente de viajes,Cancelada,8,9,Temporada baja,False,1,Problemas con la reserva
U0262,35583466M,34,Other,Germany,Turista,R00262,2024|06|25 00:00:00,2024|11|03 00:00:00,25,4,2,Solo vuelo,779.73,Transferencia bancaria,Barcelona,,Primera clase,,9,False,Sitio web,Cancelada,5,1,Temporada alta,True,4,
U0263,59074610F,55,Female,India,Turista,R00263,2024|02|13 00:00:00,2024|12|21 00:00:00,82,1,3,Vuelo + Hotel,1566.92,Tarjeta de crédito,London,Resort,Económica,,5,False,App móvil,Confirmada,8,8,Temporada alta,False,4,Recomendado
U0264,47035532A,23,Other,USA,Turista,R00264,2024|04|13 00:00:00,2024|06|13 00:00:00,33,2,2,Vuelo + Hotel,105.88,Transferencia bancaria,London,Airbnb,Económica,,8,True,Agente de viajes,Confirmada,1,10,Temporada alta,True,5,Excelente viaje
U0265,45200856Z,26,Male,Germany,Negocios,R00265,2024|02|21 00:00:00,2024|09|08 00:00:00,203,4,3,Vuelo + Hotel,936.28,Transferencia bancaria,New York,Airbnb,Económica,,6,False,App móvil,Pendiente,3,12,Temporada baja,False,5,Excelente viaje
U0266,13714972A,55,Male,Spain,Tusirta,R00266,2024|05|26 00:00:00,2024|12|16 00:00:00,156,7,2,Vuelo + Hotel + Tour,1798.48,Tarjeta de crédito,Paris,Hotel,Primera clase,City tour,1,True,Sitio web,Pendiente,12,11,Temporada alta,False,5,Todo bien
U0267,41397992Q,39,Other,USA,Turista,R00267,2024|01|08 00:00:00,2024|05|06 00:00:00,148,8,3,Vuelo + Hotel,294.93,PayPal,London,Hotel,Primera clase,,5,True,Sitio web,Pendiente,6,5,Temporada baja,False,5,Todo bien
U0268,29707058M,29,Other,Spain,Negocios,R00268,2024|05|24 00:00:00,2024|12|18 00:00:00,143,14,4,Vuelo + Hotel,1889.25,Tarjeta de crédito,New York,Hotel,Ejecutiva,,1,False,Sitio web,Confirmada,9,10,Temporada baja,False,4,Todo bien
U0269,56299628K,50,Female,India,Turista,R00269,2024|03|28 00:00:00,2024|07|19 00:00:00,190,3,4,Vuelo + Hotel + Tour,1665.25,Transferencia bancaria,New York,Airbnb,Económica,Excursión en bote,6,False,Sitio web,Confirmada,7,10,Temporada baja,True,1,Problemas con la reserva
U0270,56461400B,27,Male,Australia,Negocios,R00270,2024|06|14 00:00:00,2024|08|29 00:00:00,198,7,2,Vuelo + Hotel,1597.9,PayPal,Tokyo,Resort,Económica,,9,True,App móvil,Pendiente,8,5,Temporada alta,False,4,Recomendado
U0271,87816524V,18,Female,Germany,Turista,R00271,2024|06|09 00:00:00,2024|08|24 00:00:00,324,9,2,Vuelo + Hotel + Tour,1593.01,Tarjeta de crédito,Paris,Airbnb,Económica,,8,False,Sitio web,Pendiente,4,10,Temporada alta,False,3,Todo bien
U0272,73930184L,22,Female,USA,Turista,R00272,2024|02|03 00:00:00,2024|08|02 00:00:00,278,14,3,Vuelo + Hotel + Tour,1467.66,PayPal,London,Resort,Primera clase,Tour en bus,9,True,Agente de viajes,Pendiente,9,7,Temporada baja,True,4,Todo bien
U0273,65829874X,36,Other,Australia,Tusirta,R00273,2024|02|21 00:00:00,2024|02|29 00:00:00,319,5,3,Solo vuelo,802.46,Tarjeta de crédito,New York,,Ejecutiva,,7,False,Agente de viajes,Cancelada,5,2,Temporada alta,True,1,Problemas con la reserva
U0274,17588061F,34,Male,Mexico,Turista,R00274,2024|04|18 00:00:00,2024|10|28 00:00:00,129,9,1,Vuelo + Hotel + Tour,575.01,Transferencia bancaria,Paris,Resort,Económica,Excursión en bote,3,False,App móvil,Pendiente,6,1,Temporada alta,False,3,Todo bien
U0275,51309980Q,25,Other,India,Turista,R00275,2024|04|15 00:00:00,2024|05|27 00:00:00,54,7,2,Vuelo + Hotel + Tour,1431.78,PayPal,New York,Resort,Económica,City tour,9,False,Sitio web,Cancelada,5,12,Temporada baja,True,4,Recomendado
U0276,12963323V,44,Female,Germany,Turista,R00276,2024|04|15 00:00:00,2024|09|25 00:00:00,134,3,1,Solo vuelo,922.86,PayPal,Paris,,Económica,,6,True,App móvil,Pendiente,4,3,Temporada baja,False,1,No me gustó el servicio
U0277,76978294P,27,Male,Spain,Negocios,R00277,2024|09|16 00:00:00,2024|11|07 00:00:00,127,3,3,Vuelo + Hotel + Tour,552.82,Tarjeta de crédito,Paris,Hotel,Económica,Tour en bus,9,True,Agente de viajes,Cancelada,2,11,Temporada alta,True,2,No me gustó el servicio
U0278,13596332C,18,Other,Australia,Tusirta,R00278,2024|03|25 00:00:00,2024|04|09 00:00:00,143,2,2,Vuelo + Hotel,1194.03,PayPal,Paris,Resort,Ejecutiva,,4,True,App móvil,Confirmada,3,12,Temporada baja,False,3,Problemas con la reserva
U0279,53602905W,38,Other,Spain,Tusirta,R00279,2024|05|22 00:00:00,2024|08|14 00:00:00,160,11,1,Vuelo + Hotel + Tour,1850.91,Transferencia bancaria,Tokyo,Hotel,Ejecutiva,Excursión en bote,8,True,Agente de viajes,Cancelada,4,6,Temporada alta,True,3,Recomendado
U0280,50410897A,55,Other,UK,Negocios,R00280,2024|09|12 00:00:00,2024|12|03 00:00:00,158,4,1,Vuelo + Hotel,1077.86,Transferencia bancaria,Cancun,Airbnb,Ejecutiva,,7,True,App móvil,Pendiente,11,2,Temporada alta,False,3,Recomendado
U0281,35577770J,54,Male,USA,Turista,R00281,2024|06|13 00:00:00,2024|07|25 00:00:00,290,11,2,Vuelo + Hotel,562.29,Tarjeta de crédito,Paris,Airbnb,Primera clase,,5,False,Sitio web,Cancelada,8,1,Temporada alta,False,1,Problemas con la reserva
U0282,59951905J,30,Female,Spain,Turista,R00282,2024|03|27 00:00:00,2024|06|24 00:00:00,205,1,4,Solo vuelo,681.16,PayPal,Cancun,,Primera clase,,9,False,Agente de viajes,Cancelada,11,2,Temporada alta,True,4,Recomendado
U0283,12409225N,30,Other,USA,Turista,R00283,2024|02|01 00:00:00,2024|12|27 00:00:00,28,11,2,Vuelo + Hotel + Tour,1157.9,Tarjeta de crédito,New York,Airbnb,Económica,,2,True,Agente de viajes,Cancelada,12,2,Temporada alta,True,1,Problemas con la reserva
U0284,24965863F,51,Female,Australia,Turista,R00284,2024|03|15 00:00:00,2024|09|07 00:00:00,31,1,3,Vuelo + Hotel + Tour,1574.41,Transferencia bancaria,Tokyo,Resort,Económica,City tour,3,True,Sitio web,Pendiente,3,9,Temporada alta,True,3,Recomendado
U0285,85417781J,31,Female,UK,Negocios,R00285,2024|02|26 00:00:00,2024|07|25 00:00:00,274,6,1,Vuelo + Hotel + Tour,165.71,Tarjeta de crédito,Rome,Hotel,Económica,Excursión en bote,4,True,Agente de viajes,Pendiente,5,4,Temporada baja,True,3,Problemas con la reserva
U0286,89904425R,55,Other,India,Tusirta,R00286,2024|03|06 00:00:00,2024|12|04 00:00:00,51,3,4,Vuelo + Hotel,1310.97,PayPal,Paris,Airbnb,Ejecutiva,,8,False,App móvil,Cancelada,3,9,Temporada baja,True,5,Recomendado
U0287,64817193L,45,Female,India,Turista,R00287,2024|01|07 00:00:00,2024|12|26 00:00:00,281,14,2,Vuelo + Hotel + Tour,187.51,PayPal,Paris,Resort,Económica,Excursión en bote,8,False,Agente de viajes,Pendiente,9,6,Temporada alta,True,3,No me gustó el servicio
U0288,25187284F,64,Other,Spain,Tusirta,R00288,2024|02|22 00:00:00,2024|11|11 00:00:00,356,5,1,Vuelo + Hotel + Tour,1547.87,PayPal,Paris,Airbnb,Económica,Tour en bus,2,True,App móvil,Cancelada,8,12,Temporada baja,False,3,Todo bien
U0289,24716561W,57,Female,India,Turista,R00289,2024|04|28 00:00:00,2024|08|22 00:00:00,87,12,1,Solo vuelo,1246.54,Transferencia bancaria,Paris,,Económica,,9,False,App móvil,Cancelada,3,5,Temporada alta,False,1,Problemas con la reserva
U0290,64501816H,61,Female,Germany,Tusirta,R00290,2024|02|11 00:00:00,2024|12|04 00:00:00,163,2,4,Vuelo + Hotel + Tour,521.48,Tarjeta de crédito,London,Resort,Económica,Tour en bus,5,False,Sitio web,Cancelada,2,10,Temporada baja,True,1,Problemas con la reserva
U0291,29437303V,40,Other,India,Negocios,R00291,2024|08|09 00:00:00,2024|12|16 00:00:00,319,3,2,Vuelo + Hotel,906.98,PayPal,Barcelona,Airbnb,Primera clase,,9,False,App móvil,Cancelada,9,11,Temporada alta,False,1,Problemas con la reserva
U0292,81146008F,53,Other,UK,Turista,R00292,2024|07|07 00:00:00,2024|09|10 00:00:00,300,7,1,Solo vuelo,430.58,PayPal,Barcelona,,Económica,,8,False,Agente de viajes,Cancelada,6,8,Temporada baja,True,1,Problemas con la reserva
U0293,25947414X,56,Female,India,Tusirta,R00293,2024|05|21 00:00:00,2024|06|15 00:00:00,157,1,4,Solo vuelo,865.44,Transferencia bancaria,Cancun,,Económica,,8,True,Sitio web,Pendiente,4,2,Temporada alta,False,4,Excelente viaje
U0294,35881810Q,49,Other,Spain,Negocios,R00294,2024|04|20 00:00:00,2024|09|07 00:00:00,246,8,4,Vuelo + Hotel + Tour,1123.98,Tarjeta de crédito,New York,Hotel,Ejecutiva,,5,True,App móvil,Cancelada,10,9,Temporada alta,False,3,
U0295,39183697T,45,Male,Australia,Tusirta,R00295,2024|05|22 00:00:00,2024|06|12 00:00:00,238,13,1,Solo vuelo,1161.25,Tarjeta de crédito,Barcelona,,Ejecutiva,,6,True,App móvil,Confirmada,4,8,Temporada baja,True,3,No me gustó el servicio
U0296,68582158E,60,Male,USA,Negocios,R00296,2024|05|29 00:00:00,2024|12|16 00:00:00,128,8,1,Vuelo + Hotel,230.21,Transferencia bancaria,Rome,Hotel,Primera clase,,4,True,Sitio web,Cancelada,2,11,Temporada alta,False,3,Problemas con la reserva
U0297,36110249L,63,Male,Germany,Negocios,R00297,2024|04|04 00:00:00,2024|12|25 00:00:00,27,1,1,Solo vuelo,448.99,PayPal,Paris,,Primera clase,,8,False,Agente de viajes,Pendiente,12,7,Temporada alta,False,4,Recomendado
U0298,27297117G,29,Female,USA,Turista,R00298,2024|03|16 00:00:00,2024|09|26 00:00:00,306,12,3,Solo vuelo,873.53,Tarjeta de crédito,Barcelona,,Económica,,5,False,Agente de viajes,Confirmada,1,9,Temporada alta,True,5,Todo bien
U0299,96607843T,48,Other,Germany,Turista,R00299,2024|07|31 00:00:00,2024|12|09 00:00:00,91,8,1,Vuelo + Hotel + Tour,198.38,PayPal,Tokyo,Airbnb,Económica,Excursión en bote,5,True,App móvil,Pendiente,6,7,Temporada alta,False,5,Todo bien
U0300,68309970Q,20,Male,India,Turista,R00300,2024|05|31 00:00:00,2024|09|29 00:00:00,45,4,1,Vuelo + Hotel,1347.76,Tarjeta de crédito,Tokyo,Airbnb,Económica,,8,False,Agente de viajes,Pendiente,7,10,Temporada baja,False,4,Recomendado
U0301,16918247E,49,Female,Spain,Turista,R00301,2024|03|21 00:00:00,2024|04|29 00:00:00,324,7,3,Vuelo + Hotel + Tour,1034.99,PayPal,New York,Hotel,Económica,Tour en bus,9,False,App móvil,Cancelada,4,7,Temporada alta,True,4,Recomendado
U0302,43877223P,64,Male,Germany,Turista,R00302,2024|02|13 00:00:00,2024|11|21 00:00:00,34,4,1,Vuelo + Hotel + Tour,697.04,Tarjeta de crédito,Barcelona,Hotel,Primera clase,,2,True,App móvil,Pendiente,6,3,Temporada baja,False,4,Recomendado
U0303,93878502T,28,Other,Spain,Tusirta,R00303,2024|04|26 00:00:00,2024|11|06 00:00:00,264,12,1,Vuelo + Hotel,336.09,PayPal,Tokyo,Airbnb,Económica,,3,False,Agente de viajes,Cancelada,7,9,Temporada alta,True,5,
